CO2 Emissions(g/km),Engine_Size_log,Fuel_City_log,Fuel_Hwy_log,Fuel_Comb_log,Cylinders_3,Cylinders_4,Cylinders_5,Cylinders_6,Cylinders_8,Cylinders_10,Cylinders_12,Cylinders_16
409,1.824549292,3.095577609,2.694627181,2.93385687,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
306,1.648658626,2.791165108,2.4765384,2.660259537,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
308,1.648658626,2.785011242,2.509599262,2.667228207,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
293,1.609437912,2.803360381,2.282382386,2.602689685,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
262,1.386294361,2.653241965,2.32238772,2.517696473,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
285,1.386294361,2.747270914,2.379546134,2.595254707,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
262,1.386294361,2.653241965,2.32238772,2.517696473,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
285,1.386294361,2.747270914,2.379546134,2.595254707,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
267,1.386294361,2.660259537,2.351375257,2.533696814,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
281,1.609437912,2.721295428,2.370243741,2.58021683,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
281,1.609437912,2.721295428,2.370243741,2.58021683,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
300,1.609437912,2.821378886,2.32238772,2.624668592,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
292,1.386294361,2.766319109,2.406945108,2.617395833,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
209,1.098612289,2.433613355,2.151762203,2.312535424,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
209,1.098612289,2.433613355,2.151762203,2.312535424,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
237,1.098612289,2.525728644,2.282382386,2.424802726,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
237,1.098612289,2.525728644,2.282382386,2.424802726,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
314,1.609437912,2.850706502,2.379546134,2.667228207,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
356,1.945910149,2.985681938,2.525728644,2.803360381,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
332,1.609437912,2.912350665,2.415913778,2.721295428,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
380,1.945910149,3.044522438,2.58021683,2.862200881,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
380,1.945910149,3.044522438,2.58021683,2.862200881,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
388,1.945910149,3.058707073,2.557227311,2.862200881,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
437,2.054123734,3.148453361,2.766319109,2.995732274,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
193,1.098612289,2.397895273,2.014903021,2.240709689,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
200,1.098612289,2.433613355,2.041220329,2.272125886,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202,1.098612289,2.415913778,2.079441542,2.282382386,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
193,1.098612289,2.397895273,2.014903021,2.240709689,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
200,1.098612289,2.433613355,2.041220329,2.272125886,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
209,1.098612289,2.451005098,2.104134154,2.312535424,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
209,1.098612289,2.451005098,2.104134154,2.312535424,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
209,1.098612289,2.451005098,2.104134154,2.312535424,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
221,1.386294361,2.517696473,2.116255515,2.360854001,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
230,1.386294361,2.549445171,2.186051277,2.397895273,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
228,1.386294361,2.541601993,2.174751721,2.388762789,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
237,1.386294361,2.557227311,2.2300144,2.424802726,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
232,1.386294361,2.557227311,2.197224577,2.406945108,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
193,1.098612289,2.397895273,2.014903021,2.240709689,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
200,1.098612289,2.433613355,2.041220329,2.272125886,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
209,1.098612289,2.451005098,2.104134154,2.312535424,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
221,1.386294361,2.517696473,2.116255515,2.360854001,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
230,1.386294361,2.549445171,2.186051277,2.397895273,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
228,1.386294361,2.541601993,2.174751721,2.388762789,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
237,1.386294361,2.557227311,2.2300144,2.424802726,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
202,1.098612289,2.415913778,2.079441542,2.282382386,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
209,1.098612289,2.451005098,2.104134154,2.312535424,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
232,1.386294361,2.557227311,2.197224577,2.406945108,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
246,1.386294361,2.602689685,2.261763098,2.459588842,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
