CO2 Emissions(g/km),Engine_Size_log,Fuel_City_log,Fuel_Hwy_log,Fuel_Comb_log,Cylinders_3,Cylinders_4,Cylinders_5,Cylinders_6,Cylinders_8,Cylinders_10,Cylinders_12,Cylinders_16
370,1.686398954,2.949688335,2.687847494,2.839078464,0,0,0,0,1,0,0,0
274,1.386294361,2.681021529,2.379546134,2.557227311,0,0,0,1,0,0,0,0
324,1.686398954,2.856470206,2.509599262,2.714694744,0,0,0,0,1,0,0,0
209,1.098612289,2.468099531,2.091864062,2.312535424,0,1,0,0,0,0,0,0
200,1.098612289,2.433613355,2.041220329,2.272125886,0,1,0,0,0,0,0,0
278,1.386294361,2.687847494,2.406945108,2.57261223,0,0,0,1,0,0,0,0
253,1.386294361,2.617395833,2.302585093,2.48490665,0,0,0,1,0,0,0,0
278,1.386294361,2.687847494,2.406945108,2.57261223,0,0,0,1,0,0,0,0
228,1.098612289,2.525728644,2.186051277,2.388762789,0,1,0,0,0,0,0,0
225,1.098612289,2.533696814,2.140066163,2.379546134,0,1,0,0,0,0,0,0
246,1.098612289,2.587764035,2.272125886,2.459588842,0,1,0,0,0,0,0,0
228,1.098612289,2.525728644,2.186051277,2.388762789,0,1,0,0,0,0,0,0
225,1.098612289,2.533696814,2.140066163,2.379546134,0,1,0,0,0,0,0,0
221,1.098612289,2.509599262,2.140066163,2.360854001,0,1,0,0,0,0,0,0
235,1.098612289,2.57261223,2.186051277,2.415913778,0,1,0,0,0,0,0,0
232,1.098612289,2.549445171,2.208274414,2.406945108,0,1,0,0,0,0,0,0
232,1.098612289,2.557227311,2.186051277,2.406945108,0,1,0,0,0,0,0,0
248,1.098612289,2.610069793,2.251291799,2.468099531,0,1,0,0,0,0,0,0
294,1.526056303,2.778819272,2.388762789,2.624668592,0,0,0,1,0,0,0,0
382,1.974081026,3.0301337,2.63188884,2.867898902,0,0,0,0,1,0,0,0
340,1.974081026,2.87356464,2.602689685,2.76000994,0,0,0,0,1,0,0,0
382,1.974081026,3.0301337,2.63188884,2.867898902,0,0,0,0,1,0,0,0
340,1.974081026,2.87356464,2.602689685,2.76000994,0,0,0,0,1,0,0,0
382,1.974081026,3.0301337,2.63188884,2.867898902,0,0,0,0,1,0,0,0
340,1.974081026,2.87356464,2.602689685,2.76000994,0,0,0,0,1,0,0,0
338,1.974081026,2.890371758,2.549445171,2.753660712,0,0,0,0,1,0,0,0
377,1.974081026,2.985681938,2.667228207,2.856470206,0,0,0,0,1,0,0,0
290,1.526056303,2.76000994,2.379546134,2.610069793,0,0,0,1,0,0,0,0
294,1.974081026,2.791165108,2.379546134,2.624668592,0,0,0,0,1,0,0,0
292,1.974081026,2.772588722,2.388762789,2.617395833,0,0,0,0,1,0,0,0
382,1.974081026,3.0301337,2.63188884,2.867898902,0,0,0,0,1,0,0,0
340,1.974081026,2.87356464,2.602689685,2.76000994,0,0,0,0,1,0,0,0
276,1.974081026,2.766319109,2.251291799,2.564949357,0,0,0,0,1,0,0,0
258,1.974081026,2.687847494,2.219203484,2.501435952,0,0,0,0,1,0,0,0
228,1.098612289,2.525728644,2.186051277,2.388762789,0,1,0,0,0,0,0,0
324,1.974081026,2.850706502,2.517696473,2.714694744,0,0,0,0,1,0,0,0
329,1.974081026,2.856470206,2.541601993,2.727852828,0,0,0,0,1,0,0,0
317,2.00148,2.87356464,2.424802726,2.694627181,0,0,0,0,1,0,0,0
320,2.00148,2.879198457,2.433613355,2.701361213,0,0,0,0,1,0,0,0
317,2.00148,2.87356464,2.424802726,2.694627181,0,0,0,0,1,0,0,0
317,2.00148,2.87356464,2.424802726,2.694627181,0,0,0,0,1,0,0,0
304,1.916922612,2.827313622,2.388762789,2.653241965,0,0,0,0,1,0,0,0
324,1.974081026,2.850706502,2.517696473,2.714694744,0,0,0,0,1,0,0,0
329,1.974081026,2.856470206,2.541601993,2.727852828,0,0,0,0,1,0,0,0
338,1.974081026,2.890371758,2.549445171,2.753660712,0,0,0,0,1,0,0,0
377,1.974081026,2.985681938,2.667228207,2.856470206,0,0,0,0,1,0,0,0
304,1.791759469,2.815408719,2.415913778,2.653241965,0,0,0,0,1,0,0,0
235,1.547562509,2.564949357,2.197224577,2.415913778,0,0,0,1,0,0,0,0
248,1.547562509,2.610069793,2.272125886,2.468099531,0,0,0,1,0,0,0,0
172,1.504077397,2.219203484,2.041220329,2.140066163,0,0,0,1,0,0,0,0
189,1.504077397,2.272125886,2.140066163,2.219203484,0,0,0,1,0,0,0,0
265,1.547562509,2.660259537,2.341805806,2.525728644,0,0,0,1,0,0,0,0
269,1.547562509,2.681021529,2.332143895,2.541601993,0,0,0,1,0,0,0,0
283,1.547562509,2.727852828,2.379546134,2.587764035,0,0,0,1,0,0,0,0
255,1.547562509,2.63188884,2.292534757,2.493205453,0,0,0,1,0,0,0,0
267,1.547562509,2.674148649,2.332143895,2.533696814,0,0,0,1,0,0,0,0
253,1.547562509,2.624668592,2.292534757,2.48490665,0,0,0,1,0,0,0,0
283,1.887069649,2.740840024,2.351375257,2.587764035,0,0,0,0,1,0,0,0
267,1.547562509,2.653241965,2.360854001,2.533696814,0,0,0,1,0,0,0,0
294,1.887069649,2.772588722,2.415913778,2.624668592,0,0,0,0,1,0,0,0
175,1.504077397,2.197224577,2.079441542,2.151762203,0,0,0,1,0,0,0,0
271,1.547562509,2.681021529,2.360854001,2.549445171,0,0,0,1,0,0,0,0
244,1.504077397,2.557227311,2.302585093,2.451005098,0,0,0,1,0,0,0,0
253,1.504077397,2.587764035,2.332143895,2.48490665,0,0,0,1,0,0,0,0
294,1.547562509,2.740840024,2.459588842,2.624668592,0,0,0,1,0,0,0,0
334,1.791759469,2.867898902,2.557227311,2.740840024,0,0,0,0,1,0,0,0
345,1.887069649,2.912350665,2.57261223,2.772588722,0,0,0,0,1,0,0,0
237,1.386294361,2.549445171,2.240709689,2.424802726,0,0,0,1,0,0,0,0
244,1.386294361,2.58021683,2.272125886,2.451005098,0,0,0,1,0,0,0,0
294,1.791759469,2.772588722,2.415913778,2.624668592,0,0,0,0,1,0,0,0
242,1.098612289,2.587764035,2.219203484,2.442347035,0,1,0,0,0,0,0,0
281,1.386294361,2.753660712,2.312535424,2.58021683,0,0,0,1,0,0,0,0
306,1.791759469,2.815408719,2.424802726,2.660259537,0,0,0,0,1,0,0,0
306,1.791759469,2.815408719,2.424802726,2.660259537,0,0,0,0,1,0,0,0
285,1.386294361,2.747270914,2.360854001,2.595254707,0,0,0,1,0,0,0,0
306,1.791759469,2.821378886,2.415913778,2.660259537,0,0,0,0,1,0,0,0
285,1.386294361,2.753660712,2.360854001,2.595254707,0,0,0,1,0,0,0,0
306,1.791759469,2.821378886,2.415913778,2.660259537,0,0,0,0,1,0,0,0
306,1.791759469,2.821378886,2.415913778,2.660259537,0,0,0,0,1,0,0,0
306,1.791759469,2.821378886,2.415913778,2.660259537,0,0,0,0,1,0,0,0
301,1.791759469,2.778819272,2.451005098,2.646174797,0,0,0,0,1,0,0,0
290,1.791759469,2.76000994,2.388762789,2.610069793,0,0,0,0,1,0,0,0
315,1.791759469,2.827313622,2.4765384,2.687847494,0,0,0,0,1,0,0,0
310,1.791759469,2.809402695,2.4765384,2.674148649,0,0,0,0,1,0,0,0
315,1.791759469,2.827313622,2.4765384,2.687847494,0,0,0,0,1,0,0,0
310,1.791759469,2.809402695,2.4765384,2.674148649,0,0,0,0,1,0,0,0
363,2.00148,2.970414466,2.610069793,2.821378886,0,0,0,0,1,0,0,0
421,2.014903021,3.169685581,2.63188884,2.960105096,0,0,0,0,0,0,1,0
361,1.824549292,2.944438979,2.624668592,2.815408719,0,0,0,0,0,1,0,0
400,1.824549292,3.072693315,2.674148649,2.912350665,0,0,0,0,0,1,0,0
274,1.098612289,2.674148649,2.388762789,2.557227311,0,1,0,0,0,0,0,0
334,1.386294361,2.850706502,2.595254707,2.740840024,0,0,0,1,0,0,0,0
225,1.098612289,2.509599262,2.186051277,2.379546134,0,1,0,0,0,0,0,0
225,1.098612289,2.509599262,2.186051277,2.379546134,0,1,0,0,0,0,0,0
354,1.791759469,2.944438979,2.58021683,2.797281335,0,0,0,0,1,0,0,0
347,1.791759469,2.901421594,2.602689685,2.778819272,0,0,0,0,1,0,0,0
285,1.386294361,2.721295428,2.415913778,2.595254707,0,0,0,1,0,0,0,0
285,1.386294361,2.721295428,2.415913778,2.595254707,0,0,0,1,0,0,0,0
345,1.791759469,2.90690106,2.58021683,2.772588722,0,0,0,0,1,0,0,0
338,1.791759469,2.867898902,2.587764035,2.753660712,0,0,0,0,1,0,0,0
283,1.386294361,2.714694744,2.406945108,2.587764035,0,0,0,1,0,0,0,0
283,1.386294361,2.714694744,2.406945108,2.587764035,0,0,0,1,0,0,0,0
354,1.791759469,2.944438979,2.58021683,2.797281335,0,0,0,0,1,0,0,0
347,1.791759469,2.901421594,2.602689685,2.778819272,0,0,0,0,1,0,0,0
239,1.504077397,2.57261223,2.2300144,2.433613355,0,0,0,1,0,0,0,0
253,1.504077397,2.602689685,2.312535424,2.48490665,0,0,0,1,0,0,0,0
175,1.504077397,2.163323026,2.128231706,2.151762203,0,0,0,1,0,0,0,0
320,1.722766598,2.815408719,2.549445171,2.701361213,0,0,0,0,1,0,0,0
223,1.252762968,2.501435952,2.174751721,2.370243741,0,0,0,1,0,0,0,0
239,1.252762968,2.549445171,2.272125886,2.433613355,0,0,0,1,0,0,0,0
223,1.252762968,2.501435952,2.174751721,2.370243741,0,0,0,1,0,0,0,0
244,1.504077397,2.58021683,2.272125886,2.451005098,0,0,0,1,0,0,0,0
253,1.504077397,2.602689685,2.312535424,2.48490665,0,0,0,1,0,0,0,0
244,1.504077397,2.57261223,2.272125886,2.451005098,0,0,0,1,0,0,0,0
290,1.791759469,2.747270914,2.406945108,2.610069793,0,0,0,0,1,0,0,0
283,1.722766598,2.740840024,2.360854001,2.587764035,0,0,0,0,1,0,0,0
297,1.722766598,2.778819272,2.424802726,2.63188884,0,0,0,0,1,0,0,0
297,1.722766598,2.778819272,2.424802726,2.63188884,0,0,0,0,1,0,0,0
262,1.791759469,2.564949357,2.459588842,2.517696473,0,0,0,0,1,0,0,0
380,1.902107526,2.985681938,2.681021529,2.862200881,0,0,0,0,1,0,0,0
189,1.504077397,2.186051277,2.261763098,2.219203484,0,0,0,1,0,0,0,0
292,1.386294361,2.785011242,2.360854001,2.617395833,0,0,0,1,0,0,0,0
292,1.386294361,2.785011242,2.360854001,2.617395833,0,0,0,1,0,0,0,0
347,1.740466175,2.954910279,2.517696473,2.778819272,0,0,0,0,1,0,0,0
352,1.740466175,2.954910279,2.541601993,2.791165108,0,0,0,0,1,0,0,0
334,1.568615918,2.923161581,2.459588842,2.740840024,0,0,0,0,1,0,0,0
301,1.386294361,2.827313622,2.370243741,2.646174797,0,0,0,1,0,0,0,0
235,1.098612289,2.525728644,2.251291799,2.415913778,0,1,0,0,0,0,0,0
221,1.098612289,2.442347035,2.251291799,2.360854001,0,1,0,0,0,0,0,0
228,1.098612289,2.493205453,2.240709689,2.388762789,0,1,0,0,0,0,0,0
184,1.098612289,2.32238772,2.028148247,2.197224577,0,1,0,0,0,0,0,0
216,1.029619417,2.4765384,2.140066163,2.341805806,0,1,0,0,0,0,0,0
216,1.029619417,2.48490665,2.128231706,2.341805806,0,1,0,0,0,0,0,0
242,1.504077397,2.58021683,2.251291799,2.442347035,0,0,0,1,0,0,0,0
242,1.504077397,2.564949357,2.261763098,2.442347035,0,0,0,1,0,0,0,0
239,1.504077397,2.557227311,2.261763098,2.433613355,0,0,0,1,0,0,0,0
244,1.504077397,2.57261223,2.272125886,2.451005098,0,0,0,1,0,0,0,0
242,1.504077397,2.57261223,2.261763098,2.442347035,0,0,0,1,0,0,0,0
347,1.974081026,2.928523524,2.557227311,2.778819272,0,0,0,0,1,0,0,0
352,1.974081026,2.939161922,2.58021683,2.791165108,0,0,0,0,1,0,0,0
304,1.740466175,2.797281335,2.433613355,2.653241965,0,0,0,0,1,0,0,0
308,1.871802177,2.797281335,2.48490665,2.667228207,0,0,0,0,1,0,0,0
179,1.098612289,2.312535424,1.974081026,2.174751721,0,1,0,0,0,0,0,0
212,1.098612289,2.424802726,2.174751721,2.32238772,0,1,0,0,0,0,0,0
264,1.740466175,2.660259537,2.341805806,2.525728644,0,0,0,0,1,0,0,0
301,1.871802177,2.778819272,2.459588842,2.646174797,0,0,0,0,1,0,0,0
301,1.871802177,2.778819272,2.459588842,2.646174797,0,0,0,0,1,0,0,0
235,1.504077397,2.549445171,2.219203484,2.415913778,0,0,0,1,0,0,0,0
230,1.504077397,2.533696814,2.208274414,2.397895273,0,0,0,1,0,0,0,0
239,1.504077397,2.557227311,2.251291799,2.433613355,0,0,0,1,0,0,0,0
242,1.504077397,2.57261223,2.261763098,2.442347035,0,0,0,1,0,0,0,0
239,1.504077397,2.564949357,2.251291799,2.433613355,0,0,0,1,0,0,0,0
235,1.504077397,2.557227311,2.219203484,2.415913778,0,0,0,1,0,0,0,0
202,1.504077397,2.360854001,2.186051277,2.282382386,0,0,0,1,0,0,0,0
267,1.740466175,2.681021529,2.312535424,2.533696814,0,0,0,0,1,0,0,0
269,1.740466175,2.687847494,2.332143895,2.541601993,0,0,0,0,1,0,0,0
262,1.740466175,2.667228207,2.292534757,2.517696473,0,0,0,0,1,0,0,0
297,1.871802177,2.772588722,2.424802726,2.63188884,0,0,0,0,1,0,0,0
310,1.871802177,2.803360381,2.48490665,2.674148649,0,0,0,0,1,0,0,0
297,1.871802177,2.772588722,2.424802726,2.63188884,0,0,0,0,1,0,0,0
310,1.871802177,2.803360381,2.48490665,2.674148649,0,0,0,0,1,0,0,0
419,1.871802177,3.044522438,2.827313622,2.954910279,0,0,0,0,1,0,0,0
407,1.871802177,3.015534901,2.815408719,2.928523524,0,0,0,0,1,0,0,0
350,1.740466175,2.895911938,2.624668592,2.785011242,0,0,0,0,1,0,0,0
359,1.740466175,2.923161581,2.646174797,2.809402695,0,0,0,0,1,0,0,0
363,1.871802177,2.928523524,2.667228207,2.821378886,0,0,0,0,1,0,0,0
260,1.504077397,2.610069793,2.360854001,2.509599262,0,0,0,1,0,0,0,0
278,1.504077397,2.667228207,2.442347035,2.57261223,0,0,0,1,0,0,0,0
327,1.740466175,2.844909384,2.549445171,2.721295428,0,0,0,0,1,0,0,0
356,1.871802177,2.901421594,2.674148649,2.803360381,0,0,0,0,1,0,0,0
278,1.740466175,2.727852828,2.351375257,2.57261223,0,0,0,0,1,0,0,0
276,1.740466175,2.721295428,2.341805806,2.564949357,0,0,0,0,1,0,0,0
304,1.871802177,2.809402695,2.424802726,2.653241965,0,0,0,0,1,0,0,0
269,1.740466175,2.667228207,2.360854001,2.541601993,0,0,0,0,1,0,0,0
292,1.871802177,2.76000994,2.415913778,2.617395833,0,0,0,0,1,0,0,0
327,1.945910149,2.87356464,2.501435952,2.721295428,0,0,0,0,1,0,0,0
205,1.029619417,2.424802726,2.104134154,2.292534757,0,1,0,0,0,0,0,0
207,1.029619417,2.433613355,2.116255515,2.302585093,0,1,0,0,0,0,0,0
225,1.504077397,2.493205453,2.208274414,2.379546134,0,0,0,1,0,0,0,0
246,1.871802177,2.587764035,2.272125886,2.459588842,0,0,0,0,1,0,0,0
